timestamp,language,program_title,origin_url,code_sha256,folder
2025-10-22T09:33:45Z,Swift,Swift Markdown Parser,https://github.com/keitaoouchi/Markdown.swift,706c0ca15a3a159ee122c2b237cc5cfd473673bd952946a85e7588c6f6d1a0d9,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Swift
2025-10-22T09:34:19Z,Racket,Simple Snake Game,https://github.com/soegaard/games/blob/master/snake/snake.rkt,830d9579e559d339b14424b73a0b5680ccdc2f038f52ab7f5d3360c26c559ed2,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Racket
2025-10-22T09:34:31Z,Zig,Simple HTTP Server,https://gist.github.com/andrewrk/ffdd13c1d8c1156873b63e81b7b0bd2d,c166b0efe25a9ca03ecaee5831d4f40edcefdfd13bf15e8e4f3ec63f2d76bdfe,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Zig
2025-10-22T09:34:41Z,OCaml,Simple OCaml Calculator,https://github.com/ocaml/ocaml/blob/trunk/testsuite/tests/basic/calculator.ml,61cb4dc410f19ddbad479914efcf5aa7690622c9fec10645c03475d21bfae345,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/OCaml
2025-10-22T09:34:48Z,TypeScript,To-Do List App,https://github.com/microsoft/TypeScript-Node-Starter,6fcb85267be897ebc312fa8b9b2859ba0c2db2dc22937c7ba24d9a23c9a0ddc4,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/TypeScript
2025-10-22T09:34:58Z,Dart,Flutter Counter App,https://flutter.dev/docs/get-started/codelab,7d05c7e771dd614b86d04b0600750aed60942f7f217473bc9d59d2eb13f49602,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Dart
2025-10-22T09:35:14Z,F#,Conway's Game of Life in F#,https://gist.github.com/danieljsummers/c14e8f5f043c779d8e9eb82f61db2cb2,4270282ff4305a18a68c842ddcd765ede9c4520bb491b9c74a38894ebb75cd0b,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/F#
2025-10-22T09:35:36Z,Lua,Love2D Game Template,https://github.com/love2d-community/love-template,6b8855d106de765d620776d2101b35c77eb858224f171c64868686c971f617bf,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Lua
2025-10-22T09:35:47Z,Pascal,Pascal's Triangle,https://rosettacode.org/wiki/Pascal%27s_Triangle#Pascal,3c513969af539652b0d4a776b5b21deedf78e53fe537eb7c4d29dd14f99d85fb,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Pascal
2025-10-22T09:35:55Z,Erlang,Simple TCP Echo Server,https://github.com/tonyg/erlang-tcp-echo-server/blob/master/echo_server.erl,c20abb1eaf273a26bceb750ebd6ecd5a96cb2865bbdf8a5326f7217ef2a6ec93,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Erlang
2025-10-22T09:36:09Z,Fortran,Heat Equation Solver,https://rosettacode.org/wiki/Solve_a_sudoku#Fortran,0447c10ed22d241ebfb16dc2aed48381ed497149c04f36eadbc57d455df29fd5,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Fortran
2025-10-22T09:36:17Z,Clojure,Simple Todo App,https://github.com/juxt/todo-app,7dd1b3413c7917fb6df954e80a777c7380662a817a00c348926d144bc3e04742,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Clojure
2025-10-22T09:36:25Z,Perl,Acme::MetaSyntactic,https://metacpan.org/pod/Acme::MetaSyntactic,1695ac09790ad55d42bc295c14579e65e0cb87833e1bd8e1a262baec54ca3f22,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Perl
2025-10-22T09:36:43Z,COBOL,COBOL Hello World,https://www.tutorialspoint.com/cobol/cobol_quick_guide.htm,ea67bdfc637e09e86223557f3b39539fc969385e8a031a04493a6c84aaa6195c,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/COBOL
2025-10-22T09:36:49Z,Smalltalk,Simple Smalltalk Example,https://www.squeak.org/documentation/smalltalk/,8d0f631d3c72e4967b6f1aa71bd036fd6b9cc858c7d8252d13b703902dfa0d47,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Smalltalk
2025-10-22T09:36:56Z,Ada,Hello World in Ada,https://rosettacode.org/wiki/Hello_world/Text#Ada,6d12a8adb9a770d96a01ec158b16c69d2988b82f37dabc71aef07fd6e6772b16,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Ada
2025-10-22T09:37:05Z,Io,Simple HTTP Server in Io,https://gist.github.com/jezen/7972975,d640c7f953cf25a83133cc3a48d8c103171011b95bdb1b980fe619c17501d22a,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Io
2025-10-22T09:38:52Z,Scheme,Simple Scheme Interpreter,https://github.com/kanaka/mal,ea679639bc2a56ee074f180320803056f4ac6ca8de64044be674e4a47806b48d,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Scheme
2025-10-22T09:38:57Z,Ruby,Hello World in Ruby,https://www.ruby-lang.org/en/documentation/quickstart/,700a62b550847a9863ee07fc2dfcb5cb0fd6c20f5ba72df45b790ac516a95e03,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Ruby
2025-10-22T09:39:04Z,Ceylon,Hello World,https://github.com/ceylon/ceylon-sdk/blob/master/modules/hello/src/hello/Hello.ceylon,76e5a6cd20af6ff8256f29967b18f4e00668806be8d50c6b67cfcd657973498d,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Ceylon
2025-10-22T09:39:29Z,PHP,PHPMailer,https://github.com/PHPMailer/PHPMailer,eadc143c0ab6f0dceecfe8081e30cd91ab12fd9c4f543c9010f93b95cdd3530c,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/PHP
2025-10-22T09:39:39Z,Groovy,Simple HTTP Server in Groovy,https://gist.github.com/jeffbrown/1004988,4ec4a6fa916b4944e32281d7f307eeb42c08f4ae9e9bdf2544cb3d57ee483d43,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Groovy
2025-10-22T09:39:56Z,Tcl,Simple Calculator,https://wiki.tcl-lang.org/page/Simple+Calculator,bae4f443416ae58b5126ba95a1f16cab86a55d6f5981b90b2d50eb3dbab6ba06,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Tcl
2025-10-22T09:40:03Z,Assembly,Hello World in Assembly,https://www.tutorialspoint.com/assembly_programming/assembly_hello_world.htm,e50d9e7e7fa59a209d51aab59096dec5a30b16e1fd63b04b285a8066d90d5c51,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Assembly
2025-10-22T09:40:09Z,Prolog,Family Tree Example,https://www.learnprolognow.org/lpnpage.php?pagetype=html&pageid=lpn-html-2,866c9828be8984b143d0a5819c288bba45dc0792555a2a3bd1d5125fef557cd8,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Prolog
2025-10-22T09:40:35Z,MATLAB,Sudoku Solver,https://www.mathworks.com/matlabcentral/fileexchange/21093-sudoku-solver,d9be507c2a7d9af4e4afc7606503931c48b041bbc7f6653bf0b5e8608c23eef9,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/MATLAB
2025-10-22T09:41:09Z,Raku,Wordle Solver,https://github.com/Raku/examples/blob/master/categories/games/wordle.raku,092c2ae66a36b85d1be15f8c86ada08f5693902c383f801e783fe4e59e47c17a,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Raku
2025-10-22T09:41:18Z,Vala,Hello World GTK Application,https://wiki.gnome.org/Projects/Vala/GTKSample,6ecc27088a0fea061100e1cfbaef12cbf2362a102b4b010e38e37f9f2512307d,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Vala
2025-10-22T09:41:25Z,Objective-C,Simple Objective-C Program,https://github.com/Example/Objective-C-Simple-Program,aa8feb1cf452dff3f8b7309309bea9a748eb5bfa4827f5f6efaaba8cc2dca554,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Objective-C
2025-10-22T09:41:46Z,Solidity,Simple Storage,https://docs.soliditylang.org/en/v0.8.0/solidity-by-example.html#simple-storage,7f95e8a405e1f5f3fbf588d5cdcdc43247571d2ea7f7595bedbc337677a30c75,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Solidity
2025-10-22T09:42:07Z,Haxe,Simple Snake Game,https://github.com/HaxeFlixel/flixel-demos/blob/master/Arcade/FlxSnake/source/PlayState.hx,4412a76165ae1d81c787e70190d982944aa0170396090ae61989ead5ff64b9c7,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Haxe
2025-10-22T09:44:21Z,Pike,Pike Hello World,https://rosettacode.org/wiki/Hello_world/Text#Pike,3308a98e82dba35b371be6622347859f9c0c91086a0f320dd1e36d2cf14bc3df,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Pike
2025-10-22T09:44:40Z,Wolfram Language,Mandelbrot Set Visualization,https://demonstrations.wolfram.com/MandelBrotSet/,f9e04715da67a794c9c25812cc7be96aa735c19fbec1250afd497dd60fd3e580,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Wolfram Language
2025-10-22T09:44:50Z,Ballerina,HTTP Client Example,https://github.com/ballerina-platform/ballerina-distribution/blob/master/examples/http-client-send-request-receive-response/http_client_send_request_receive_response.bal,aae839b8a36de8307d8b24dbc68a5392bcc32f89249e97b25056aec9ea3cafdb,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Ballerina
2025-10-22T09:45:08Z,Pony,Hello World in Pony,https://github.com/ponylang/ponyc/blob/main/examples/helloworld/main.pony,a19716384209e78856ef409cf2a67657b0a75c6ec5808b331a57c2ba02e13236,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Pony
2025-10-22T09:45:31Z,Nix,Nix Flake for Helix Editor,https://github.com/helix-editor/helix/blob/master/flake.nix,c1b29d3308dbc810d8e35b45502554dcb7e3c0e920a2abd0c3bf7435e0a68670,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Nix
2025-10-22T09:45:48Z,Python,Guessing Game,https://docs.python.org/3/tutorial/stdlib.html#guessing-game-example,ba0406b1a56d237a1ba54d70883f81d72147b4d5da1f4d0368bf22d08499824f,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Python
2025-10-22T09:52:34Z,Idris,Idris REPL,https://github.com/idris-lang/Idris2,97f40f6b3dd2f7392ecd0e49eb32c5fba3cb4039b26cef4b4b26187c65e133be,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Idris
2025-10-22T09:52:42Z,JavaScript, Conway's Game of Life,https://github.com/mdn/js-examples/tree/master/game-of-life,b759575aeacbf8e929320a485f4816caebf11b11b9e2bf5b5d7709371d0e4499,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/JavaScript
2025-10-22T09:53:47Z,R,Linear Regression Example,https://cran.r-project.org/doc/manuals/r-release/R-intro.html,87ccdfb06dfe8819f577e13cdbc52be8536a5067d3f80eac99bebfd0c4d6ac98,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/R
2025-10-22T09:54:04Z,Forth,Conway's Game of Life in Forth,https://rosettacode.org/wiki/Conway%27s_Game_of_Life#Forth,5ffb7203e5c1cb118c711ffb975cede8c4ccf3b9ee52d367003e734e9b91d246,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Forth
2025-10-22T09:54:13Z,Hack,Simple REST API endpoint in Hack,https://github.com/facebookarchive/hack-example-site/blob/master/src/controllers/BaseController.php,5768ca7c59085dbf298b90980dcd6350ff16e75fa1fa1d9987449ca0578d838f,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Hack
2025-10-22T09:54:20Z,SQL,Simple SQL Query,https://www.w3schools.com/sql/sql_intro.asp,cd689ac1c4d4d305191b56c1347cc56908b3c5f862774fbb8b01c89baaa43504,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/SQL
2025-10-22T09:54:30Z,ClojureScript,TodoMVC in ClojureScript,https://github.com/Day8/re-frame-todomvc,44dfeed5fa582451554c653dbcb03d8aa35415819985fa7968a0c9e36bba8083,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/ClojureScript
2025-10-22T09:54:48Z,SwiftScript,Hello World,https://github.com/apple/swift-scripting/blob/main/Examples/HelloWorld.swiftscript,cf603e7740f7f7cbf211c7b240f8426c0bf602353290cdb3c9a52adbb0dfaec1,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/SwiftScript
2025-10-22T09:55:08Z,Awk,CSV Field Extractor,https://github.com/learnbyexample/Command-line-text-processing/blob/master/gnu_awk.md,0afb95ae4c401eeed40b47e7f41cd1a87e2841f5e80544f1e93ccea9b010bec0,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Awk
2025-10-22T09:56:51Z,REBOL,Simple HTTP Server,https://github.com/Oldes/Rebol3/blob/master/scripts/http-server.r3,6af441ce7b169c199307f896cbd9b0c322d90c9435882d4275b15551718632d6,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/REBOL
2025-10-22T09:57:17Z,Janet,Conway's Game of Life in Janet,https://github.com/janet-lang/janet/blob/master/examples/life.janet,c87622bbe03b874f73a8adb7719602d73a193ec56c7655d797a43f3be2df43af,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Janet
2025-10-22T09:57:39Z,Elvish,Elvish Hello World,https://elv.sh/docs/tutorials/hello-world.html,ce27e7f019da27b37e9fc109e1d729acfdccd0a18afc4660b7ada419777600bd,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Elvish
2025-10-22T09:57:58Z,V,V's HTTP Server,https://github.com/vlang/v/blob/master/examples/http_server.v,e9a03c6d796381bc9ef6db9e31cbace24df0623b2ee45c68ea8abdb3f3ed65e8,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/V
2025-10-22T09:58:07Z,Powershell,Get-ChildItem,https://docs.microsoft.com/en-us/powershell/module/microsoft.powershell.management/get-childitem,19a24b824d404b106fd13be3bb05cdd10f07a2c4cce233682cbd5fa14d874f75,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Powershell
2025-10-22T09:58:18Z,PureScript,Simple Counter Component,https://github.com/purescript/documentation/blob/master/guides/Getting-Started.md,a14902bf90e1fa1999df43110b321e733f4e23713ac65be90171ff3c5dde9ee7,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/PureScript
2025-10-22T09:58:34Z,Wren,Conway's Game of Life in Wren,https://github.com/wren-lang/wren/blob/main/example/life.wren,150a4b397404b77cd3111946b41f8955e5f679ef3dca2ca09751f8e7ed89b09f,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Wren
2025-10-22T10:00:10Z,Squirrel,Simple Squirrel Example,https://squirrel-lang.org/examples.html,f82253e91c555a7d92a6b64e492b81f901e8256309ec156ddd99e5f365b82240,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Squirrel
2025-10-22T10:00:19Z,Rexx,REXX script to calculate factorial,https://rosettacode.org/wiki/Factorial#REXX,3312d5e500b026ce8f64eb60e3d5f616fa1fd1e0499f845b9abdf1931c0b7de0,/Users/mathieuacher/SANDBOX/PL-ultimate-llm/languages/Rexx
